"","O1903027","O1903029","O1903032","O1903033","O1903035","O1903040","O1903047","O1903048","O1903050","O1903054","O1903056","O1903057","O1903059","O1903062","O1903063","O1903065","O1903066","O1903069","O1903071","O1903072","O1903075","O1903076","O1903078","O1903080"
"14791_391.1209_1.8565_-1_N/A_Daidzein 7-O-beta-D-glucoside 4''-O-methylate_no matches_no matches_no matches_no matches","4.063805e+04","2.217740e+05","1.865794e+05","3.793203e+03","2.192527e+05","3.673865e+05","1.053132e+04","9.896325e+04","3.859644e+05","1.044986e+05","1.210432e+04","3.900919e+04","2.699442e+05","3.571665e+05","3.753662e+03","3.540922e+03","4.823945e+03","3.312206e+03","2.071738e+04","2.420496e+05","3.824952e+05","3.556736e+04","2.628134e+05","1.193062e+05"
"14835_391.1936_5.2571_75_N/A_NA_no matches_no matches_no matches_no matches","1.026431e+05","1.490867e+05","1.589894e+05","1.864738e+05","1.467887e+05","1.427644e+05","1.629485e+05","8.353810e+04","1.618385e+05","1.029643e+05","1.504937e+05","1.882243e+05","1.188868e+05","1.472245e+05","2.857160e+05","2.738045e+05","1.134407e+05","1.685772e+05","2.412938e+05","1.222846e+05","1.417074e+05","1.636372e+05","1.687122e+05","1.761547e+05"
"14836_391.1937_5.0671_-1_N/A_serjanic acid_no matches_no matches_no matches_no matches","2.835197e+05","2.289023e+05","2.982870e+05","1.567238e+05","2.912594e+05","2.449231e+05","2.300961e+05","3.050666e+05","3.775693e+05","2.069144e+05","1.708088e+05","3.621104e+05","2.296612e+05","3.119696e+05","2.822736e+05","4.444940e+05","1.971111e+05","2.061234e+05","6.010738e+05","4.710054e+05","2.702402e+05","4.380109e+05","3.908342e+05","3.085165e+05"
"14903_391.3413_12.0809_170_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers","3.457600e+06","1.587744e+06","1.700114e+06","2.202982e+06","3.689719e+06","5.051271e+06","2.878315e+06","4.087093e+06","3.876919e+06","2.478846e+06","2.748740e+06","3.335399e+06","4.667826e+06","1.744988e+06","1.737961e+06","3.161552e+06","4.015264e+06","3.661842e+06","3.087794e+06","3.598566e+06","3.372941e+06","2.664175e+06","3.754817e+06","4.324781e+06"
"14925_392.2427_5.3381_-1_CCG-208359_Beta-Asarone_Organic compounds_Organoheterocyclic compounds_Quinolidines_NA","2.721487e+05","2.959272e+05","1.408891e+05","2.447024e+05","2.669296e+05","1.550181e+05","1.073593e+05","2.527716e+05","4.187405e+05","2.529746e+05","3.089664e+05","4.269826e+05","4.124136e+05","3.236645e+05","1.354971e+05","1.287477e+05","3.393032e+05","3.414567e+05","3.088673e+05","2.638364e+05","4.306458e+05","3.251642e+05","2.696193e+05","3.742246e+05"
"14927_392.2428_4.3394_3919_N/A_5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecane-5,14-dicarboxylic acid_no matches_no matches_no matches_no matches","1.276686e+05","3.307744e+05","1.895691e+05","2.040592e+05","2.030741e+05","8.067469e+04","1.345070e+05","2.221585e+05","2.440021e+05","2.842132e+05","3.427568e+05","3.320326e+05","1.033405e+05","2.265764e+05","4.009190e+05","3.147488e+05","3.506531e+05","3.471199e+05","4.127352e+05","3.091902e+05","1.147294e+05","1.120908e+05","2.908671e+05","2.055008e+05"
"14928_392.2428_5.0748_6241_N/A_Karakoline_no matches_no matches_no matches_no matches","2.707842e+05","3.801527e+05","3.858323e+05","1.739365e+05","4.098597e+05","3.705733e+05","3.352999e+05","3.784869e+05","2.852622e+05","2.977234e+05","3.051570e+05","3.807999e+05","2.679748e+05","5.206197e+05","4.027806e+05","4.491835e+05","3.850482e+05","3.561969e+05","4.365645e+05","3.861910e+05","4.224491e+05","3.806448e+05","2.967723e+05","3.382817e+05"
"14932_392.2578_8.5457_-1_N/A_prostaglandin A1_no matches_no matches_no matches_no matches","3.586762e+05","1.467530e+05","1.058235e+05","4.959125e+04","2.256159e+05","2.051278e+05","4.387431e+05","1.089255e+05","1.587410e+05","4.732625e+04","5.109500e+05","4.729858e+05","1.483613e+05","4.749029e+05","1.663868e+05","1.764328e+05","1.972837e+05","2.107934e+05","1.183147e+05","1.309038e+05","4.593673e+05","1.253576e+05","1.443598e+05","4.031855e+05"
"14933_392.2579_8.6612_-1_N/A_Himbacine_no matches_no matches_no matches_no matches","1.188116e+05","2.172050e+05","2.468806e+05","1.382941e+05","2.060457e+05","2.752938e+05","1.502525e+05","2.502139e+05","2.127617e+05","2.360328e+05","1.610840e+05","1.471177e+05","2.116574e+05","3.185908e+05","2.868737e+05","2.631121e+05","2.237432e+05","4.786839e+05","2.535343e+05","3.575772e+05","2.145786e+05","1.253576e+05","1.443598e+05","1.515109e+05"
"15025_393.1903_8.4934_-1_N/A_NA_no matches_no matches_no matches_no matches","1.481087e+05","2.679154e+05","3.650987e+05","1.771904e+05","2.944972e+05","2.529960e+05","1.265719e+05","1.403676e+05","1.723433e+05","4.285060e+05","1.300258e+05","3.740042e+05","4.262579e+05","4.368221e+05","8.908352e+04","1.786084e+05","2.317871e+05","2.202919e+05","2.026099e+05","1.156396e+05","4.119443e+05","2.553791e+05","4.127372e+05","1.833582e+05"
"15053_393.2092_7.4608_-1_N/A_bufalin_no matches_no matches_no matches_no matches","3.236410e+05","2.878377e+05","1.755791e+05","3.255777e+05","2.414353e+05","2.407005e+05","3.855300e+05","2.530760e+05","2.816481e+05","1.396227e+05","4.086169e+05","8.109041e+04","1.837417e+05","2.866891e+05","3.092282e+05","3.270248e+05","3.116686e+05","3.110467e+05","3.740269e+05","1.972078e+05","2.669582e+05","3.614984e+05","2.556882e+05","4.713152e+04"
"15087_393.2631_9.3998_-1_N/A_NA_no matches_no matches_no matches_no matches","1.845228e+04","2.897312e+04","2.031065e+04","1.294206e+04","2.769901e+04","2.822806e+04","4.124773e+04","2.870752e+04","3.825712e+04","4.496203e+04","3.921405e+04","3.182743e+04","3.694717e+04","2.324508e+04","3.199464e+04","3.928886e+04","3.056554e+04","2.739310e+04","4.536418e+04","1.211747e+04","3.731620e+04","4.409806e+04","3.437456e+04","2.364652e+04"
"15104_393.7264_7.8074_766_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"15105_393.7265_7.7031_766_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"15106_394.1493_5.3658_7205_N/A_NA_no matches_no matches_no matches_no matches","1.416781e+05","2.517978e+05","3.993443e+05","2.743471e+05","5.759118e+05","2.986345e+05","2.893895e+05","1.657810e+05","4.305478e+05","2.738843e+05","2.038060e+05","4.857626e+05","2.807317e+05","4.477418e+05","3.803425e+05","2.057691e+05","1.884767e+05","2.584581e+05","2.413809e+05","1.108182e+06","1.296684e+05","3.637623e+05","2.729942e+05","2.709562e+05"
"15109_394.1495_4.4545_1343_N/A_NA_no matches_no matches_no matches_no matches","3.869192e+05","1.591563e+05","3.763934e+05","1.229260e+05","2.579216e+05","3.986794e+05","1.142877e+05","1.227066e+05","2.263083e+05","1.754300e+05","1.768515e+05","2.388994e+05","3.329285e+05","1.752194e+05","2.670272e+05","1.940585e+05","1.759627e+05","4.025239e+05","1.472128e+05","7.633702e+04","2.494995e+05","2.383563e+05","1.528170e+05","1.357569e+05"
"15111_394.1608_3.9476_-1_N/A_NA_no matches_no matches_no matches_no matches","2.424272e+05","3.580963e+05","1.116217e+05","1.191905e+05","1.791219e+05","3.291249e+05","1.796621e+05","2.127306e+05","4.159142e+05","3.791945e+05","1.175714e+05","1.899572e+05","2.712481e+05","1.937987e+05","3.040928e+05","3.294783e+05","1.891653e+05","1.178444e+05","3.067897e+05","3.581017e+05","1.480798e+05","2.328811e+05","2.457770e+05","4.424725e+05"
"15204_395.1335_5.5503_275_N/A_NA_no matches_no matches_no matches_no matches","2.484709e+05","2.075712e+05","4.826414e+05","1.869035e+05","1.155440e+05","1.779188e+05","2.025552e+05","3.504569e+05","3.000676e+05","4.335806e+05","3.467330e+05","4.386532e+05","2.295111e+05","2.004798e+05","3.872678e+05","1.785581e+05","1.725779e+05","3.334685e+05","1.250731e+05","3.141440e+05","2.569066e+05","1.493683e+05","2.983519e+05","3.965617e+05"
"15214_395.1446_4.4006_76_N/A_NA_no matches_no matches_no matches_no matches","3.540597e+05","2.086776e+05","2.357316e+05","1.007146e+05","3.564431e+05","3.942011e+05","3.285330e+05","4.024551e+05","2.030972e+05","2.432799e+05","3.729868e+05","3.979124e+05","2.158101e+05","1.171721e+05","1.909502e+05","3.125512e+05","1.273616e+05","8.973327e+04","1.868829e+05","2.267227e+05","3.699125e+05","3.824498e+05","4.583136e+05","1.529569e+05"
"15246_395.1808_5.3181_6959_N/A_NA_no matches_no matches_no matches_no matches","1.539276e+05","4.800659e+05","2.505511e+05","1.991979e+05","4.545601e+05","1.304896e+05","1.448349e+05","2.760278e+05","1.939552e+05","6.518621e+05","2.031098e+05","1.567043e+05","2.680722e+05","4.105115e+05","1.695652e+05","2.082542e+05","1.932026e+05","2.333099e+05","2.788961e+05","2.944395e+05","3.287314e+05","2.776014e+05","3.646687e+05","2.814201e+05"
"15274_395.2062_7.3816_275_N/A_3-Deoxo-3Beta-Hydroxymexicanolide 16-Enol Ether_no matches_no matches_no matches_no matches","1.517587e+05","1.738823e+05","2.071226e+05","1.851108e+05","3.922921e+05","2.161336e+05","3.506522e+05","3.580324e+05","1.643683e+05","2.573364e+05","1.027306e+05","2.236229e+05","2.003357e+05","2.284858e+05","1.946270e+05","2.325496e+05","2.094732e+05","1.421952e+05","6.886949e+05","4.090791e+05","3.935777e+05","2.207903e+05","1.779263e+05","3.419198e+05"
"15278_395.2062_6.6487_-1_N/A_3-Deoxo-3Beta-Hydroxymexicanolide 16-Enol Ether_no matches_no matches_no matches_no matches","2.718282e+05","3.021251e+05","3.091932e+05","1.701498e+05","2.134465e+05","1.732167e+05","2.806147e+05","1.212362e+05","1.969572e+05","1.063396e+05","2.519847e+05","1.772105e+05","1.828123e+05","1.670872e+05","2.629429e+05","3.059831e+05","1.769011e+05","2.028969e+05","7.761539e+04","2.442668e+05","1.115716e+05","2.635351e+05","1.476051e+05","2.741909e+05"
"15279_395.2062_6.7999_-1_N/A_NA_no matches_no matches_no matches_no matches","2.025052e+05","3.190468e+05","1.655124e+05","2.739427e+05","2.528441e+05","2.382116e+05","2.379561e+05","1.972385e+05","2.612361e+05","2.714144e+05","2.144846e+05","3.737503e+05","1.703269e+05","1.670872e+05","4.195453e+05","1.073015e+06","1.664038e+05","2.757906e+05","2.504210e+05","1.205062e+05","3.585787e+05","1.454559e+05","2.960625e+05","2.303639e+05"
"15296_395.2423_10.938_5456_N/A_NA_no matches_no matches_no matches_no matches","2.657096e+05","2.151536e+05","1.721955e+05","1.285302e+05","1.468916e+05","1.775084e+05","1.535380e+05","2.303492e+05","2.242513e+05","2.982819e+05","1.447315e+05","5.037654e+05","2.512100e+05","1.687031e+05","1.192262e+05","1.954639e+05","1.991166e+05","3.473072e+05","2.248942e+05","1.248920e+05","1.916194e+05","1.495183e+05","2.355328e+05","2.845590e+05"
"15348_396.2014_7.9005_-1_N/A_NA_no matches_no matches_no matches_no matches","2.378248e+05","2.941149e+05","3.161882e+05","1.740106e+05","1.020955e+05","2.147890e+05","2.173484e+05","1.708115e+05","4.489895e+05","2.047259e+05","2.385812e+05","1.410529e+05","8.276741e+05","1.521888e+05","1.315581e+05","2.129689e+05","2.095222e+05","1.431081e+05","1.764185e+05","2.315210e+05","3.556150e+05","3.446817e+05","2.488865e+05","3.367651e+05"
"15362_396.2016_6.594_-1_N/A_NA_no matches_no matches_no matches_no matches","1.709447e+05","2.331443e+05","7.586140e+05","4.041795e+05","2.749406e+05","4.313066e+05","2.572447e+05","1.168331e+05","2.079016e+05","2.809295e+05","3.710218e+05","2.910704e+05","1.467531e+05","3.337400e+05","2.568635e+05","3.171513e+05","2.836131e+05","1.181498e+05","2.019943e+05","3.273304e+05","1.144766e+05","2.065806e+05","2.840332e+05","3.649760e+05"
"15367_396.2378_9.2885_2566_N/A_NA_no matches_no matches_no matches_no matches","2.987583e+05","4.730640e+05","2.277487e+05","3.633344e+05","2.462403e+05","2.728913e+05","1.456021e+05","1.086116e+05","2.116635e+05","2.579351e+05","1.358295e+05","1.338207e+05","1.883379e+05","1.261548e+05","1.542970e+05","1.121291e+05","1.275360e+05","9.665508e+04","1.415171e+05","2.309345e+05","2.737185e+05","2.122507e+05","1.042879e+05","1.416842e+05"
"15471_397.1855_5.7958_2084_N/A_NA_no matches_no matches_no matches_no matches","3.979864e+05","3.851241e+05","1.600616e+05","2.520630e+05","3.080859e+05","4.189690e+05","2.273499e+05","2.745151e+05","2.084125e+05","4.010425e+05","2.373575e+05","2.796360e+05","2.457649e+05","1.923439e+05","1.503038e+05","4.340094e+05","2.772036e+05","2.135256e+05","2.251232e+05","1.188115e+05","2.440705e+05","1.790425e+05","3.529979e+05","2.653625e+05"
"15559_398.1808_4.6667_-1_N/A_NA_no matches_no matches_no matches_no matches","2.571502e+05","1.716930e+05","1.786954e+05","2.558998e+05","3.411282e+05","2.881426e+05","2.565505e+05","2.302322e+05","2.543067e+05","2.435627e+05","4.318659e+05","2.304181e+05","1.990165e+05","3.559718e+05","2.054984e+05","1.138619e+05","1.953593e+05","1.149274e+05","1.706517e+05","2.967268e+05","2.056609e+05","5.647251e+05","2.548278e+05","2.806648e+05"
"15579_398.2171_7.5953_4959_N/A_NA_no matches_no matches_no matches_no matches","3.499671e+05","2.018399e+05","3.303423e+05","2.327482e+05","3.086453e+05","1.094042e+05","2.420717e+05","8.193872e+04","2.201971e+05","2.196859e+05","2.842854e+05","1.281817e+05","1.598949e+05","1.069480e+05","1.025368e+05","1.554007e+05","1.747305e+05","2.681128e+05","1.545973e+05","2.965638e+05","2.424242e+05","3.337596e+05","1.548290e+05","1.702892e+05"
"15593_398.2382_6.3057_103_N/A_NA_no matches_no matches_no matches_no matches","4.027245e+04","1.266942e+04","2.704303e+04","1.289688e+04","2.167913e+04","2.723761e+04","2.004499e+04","2.375312e+04","2.701799e+04","1.951568e+04","1.013557e+04","1.991553e+04","2.533914e+04","2.520945e+04","1.868415e+04","1.815771e+04","3.495720e+04","2.570887e+04","3.527154e+04","2.891953e+04","2.035150e+04","2.856075e+04","3.606625e+04","2.615268e+04"
"15607_398.2817_8.5272_2704_N/A_Massbank:EQ302501 Oxybutynin|2-cyclohexyl-2-hydroxy-2-phenyl-acetic acid 4-(diethylamino)but-2-ynyl ester_no matches_no matches_no matches_no matches","2.245829e+04","4.992920e+04","9.927400e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.914759e+04","0.000000e+00","1.383069e+05","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.852830e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.001046e+05","0.000000e+00","2.211968e+04"
"15687_399.216_10.4497_466_N/A_NA_no matches_no matches_no matches_no matches","2.584465e+05","2.288999e+05","2.040612e+05","4.146074e+04","1.581473e+05","2.450825e+05","2.239045e+05","2.030919e+05","2.206861e+05","1.224501e+05","1.194364e+05","2.139406e+05","1.411333e+05","2.280779e+05","1.007476e+05","1.192932e+05","1.778808e+05","3.270786e+05","1.038222e+05","9.533469e+04","1.864343e+05","1.517702e+05","1.007438e+05","3.024935e+05"
"15718_399.2585_5.1054_5135_N/A_NA_no matches_no matches_no matches_no matches","4.092774e+05","3.611102e+05","4.072716e+05","2.340348e+05","3.336405e+05","3.850144e+05","4.068180e+05","3.841035e+05","1.966695e+05","3.460270e+05","3.676078e+05","4.492161e+05","3.470823e+05","4.275121e+05","4.031224e+05","3.702707e+05","3.684322e+05","4.317444e+05","6.395509e+05","4.250674e+05","3.963588e+05","2.043796e+05","4.313140e+05","4.873127e+05"
"15789_400.248_5.9458_9667_N/A_NA_no matches_no matches_no matches_no matches","1.699970e+05","2.957802e+05","1.265042e+05","2.177152e+05","1.452057e+05","1.788024e+05","3.032601e+05","2.141195e+05","1.577794e+05","3.000478e+05","2.281446e+05","1.775791e+05","1.272402e+05","1.595927e+05","2.302185e+05","2.434923e+05","2.110412e+05","2.460948e+05","2.650660e+05","1.259304e+05","1.942873e+05","2.622005e+05","2.209602e+05","2.020398e+05"
"15793_400.2539_4.7245_-1_N/A_NA_no matches_no matches_no matches_no matches","3.030009e+05","3.696192e+05","4.242089e+05","1.723629e+05","3.300609e+05","4.603904e+05","1.768239e+05","3.992887e+05","5.038797e+05","3.079560e+05","3.014858e+05","4.805052e+05","3.130458e+05","3.740144e+05","1.439120e+05","2.812825e+05","2.888659e+05","2.469489e+05","3.855321e+05","4.516030e+05","4.425057e+05","3.602967e+05","3.618631e+05","3.229982e+05"
"15802_400.2903_4.8662_2838_N/A_NA_no matches_no matches_no matches_no matches","2.572916e+05","2.659485e+05","3.424343e+05","2.596841e+05","2.989864e+05","3.453619e+05","3.081438e+05","3.443658e+05","2.890051e+05","2.796674e+05","2.896738e+05","3.006923e+05","2.984894e+05","3.357989e+05","2.465617e+05","3.074509e+05","2.345838e+05","2.515876e+05","3.554063e+05","2.419220e+05","2.243200e+05","2.661202e+05","2.942851e+05","3.184578e+05"
"15803_400.2903_5.9415_206_N/A_Spectral Match to Decapropylene glycol from NIST14_no matches_no matches_no matches_no matches","1.687202e+06","1.409931e+06","1.175608e+06","1.602944e+06","9.755744e+05","2.079836e+06","1.202816e+06","1.453592e+06","1.330054e+06","1.152731e+06","1.219462e+06","1.360773e+06","1.113931e+06","1.334726e+06","1.161247e+06","1.399613e+06","1.405542e+06","1.398973e+06","1.583482e+06","1.359787e+06","1.616399e+06","1.237831e+06","1.410567e+06","1.967510e+06"
"15837_401.1797_6.1093_15_N/A_Massbank:RP012301 Pantothenic acid|D-pantothenic acid|3-[(2,4-dihydroxy-3,3-dimethylbutanoyl)amino]propanoic acid_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acyl glycosides","3.485396e+05","1.460998e+05","2.218254e+05","1.357609e+05","2.129977e+05","2.322083e+05","1.908262e+05","1.436154e+05","2.151579e+05","2.296746e+05","8.020055e+05","4.371449e+05","1.389142e+05","3.727409e+05","1.144573e+05","1.220711e+05","1.846570e+05","2.900101e+05","2.243476e+05","1.272769e+05","1.753912e+05","3.178292e+05","1.645450e+05","1.021265e+05"
"15875_401.2316_10.0605_1496_N/A_NA_no matches_no matches_no matches_no matches","2.235959e+05","3.011086e+05","1.160646e+05","1.516395e+05","2.385147e+05","1.356498e+05","2.294764e+05","9.018430e+04","1.922049e+05","1.582809e+05","2.389052e+05","2.905113e+05","3.656952e+05","2.479472e+05","1.358351e+05","1.369361e+05","2.558077e+05","1.945040e+05","1.044427e+05","2.884014e+05","2.012987e+05","1.813791e+05","2.678088e+05","1.826468e+05"
"15911_401.7239_5.6564_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.678764e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"15921_402.1906_7.7055_1904_N/A_NA_no matches_no matches_no matches_no matches","2.732985e+04","2.491911e+04","2.918811e+04","3.525225e+04","3.679811e+04","1.951001e+04","1.201043e+04","2.791006e+04","3.366617e+04","2.117161e+04","7.311297e+04","2.492906e+04","3.734012e+04","2.369848e+04","1.138797e+04","2.430894e+04","1.434632e+04","1.833115e+04","3.450219e+04","3.316679e+04","3.443143e+04","1.618034e+04","3.909334e+04","4.303418e+04"
"15924_402.1908_4.8229_10_N/A_Spectral Match to Nonaethylene glycol from NIST14_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers","2.382243e+04","3.619029e+04","3.451092e+04","1.082685e+04","3.741419e+04","2.402401e+04","3.488843e+04","2.630231e+04","1.228858e+04","3.787051e+04","2.996976e+04","2.256265e+04","1.996809e+04","4.202221e+04","3.235518e+04","1.724057e+04","1.788900e+04","1.566479e+04","2.172270e+04","3.120209e+04","2.501774e+04","3.388198e+04","1.905593e+04","2.557102e+04"
