Feature_ID,Coral,Coral_Dictyota,Coral_Turf,Turf,Dictyota,count
1551_217.1432_12.0931_-1_Spectral Match to Sebacic acid monomethyl ester from NIST14_Spectral Match to Sebacic acid monomethyl ester from NIST14_no matches_no matches_no matches_no matches,NA,50182.77,NA,NA,NA,1
1553_217.1433_9.8455_1452_N/A_AZELAIC ACID_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acid esters,NA,NA,NA,4443251,NA,1
1554_217.1433_10.0907_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,101846.6,120805.8,185289.4,NA,3
1557_217.1433_10.3887_-1_Spectral Match to Sebacic acid monomethyl ester from NIST14_Spectral Match to Sebacic acid monomethyl ester from NIST14_no matches_no matches_no matches_no matches,NA,NA,415917.8,640363.2,NA,2
1558_217.1546_3.5396_-1_N/A_(2S)-2-amino-4-(N-naphthylcarbamoyl)butanoic acid_no matches_no matches_no matches_no matches,NA,NA,232571.9,443653,NA,2
1559_217.1585_10.7883_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,280044.2,285228.8,301809.4,367506.1,4
1564_217.1586_10.3_3530_N/A_NA_no matches_no matches_no matches_no matches,120972.8,199096.3,NA,NA,NA,2
1565_217.1586_10.4262_3530_N/A_NA_no matches_no matches_no matches_no matches,132659.3,416782.8,172576.7,426953.7,372222.3,5
1577_217.1714_9.2053_1441_N/A_Himbacine_no matches_no matches_no matches_no matches,NA,NA,406662.8,NA,NA,1
1581_218.0811_4.9951_-1_N/A_NA_no matches_no matches_no matches_no matches,66439.27,NA,173034.2,301661,NA,3
1592_218.1538_3.5295_3386_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,136950.6,341399,295087.6,3
1605_219.1015_8.273_2651_N/A_NA_no matches_no matches_no matches_no matches,NA,236681,NA,NA,NA,1
1609_219.1226_5.7315_212_N/A_NA_no matches_no matches_no matches_no matches,41387.4,NA,179552.2,103219.4,NA,3
1613_219.1378_10.1469_1492_N/A_20554-84-1_no matches_no matches_no matches_no matches,NA,NA,NA,662297.7,1344330,2
1614_219.1378_8.0322_2651_N/A_20554-84-1_no matches_no matches_no matches_no matches,NA,730504.2,NA,NA,NA,1
1615_219.1378_9.8481_1912_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,477897.6,NA,1
1622_219.1378_10.5627_6921_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,482677.5,1
1625_219.1583_9.7033_1912_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,43499.86,NA,1
"1633_219.1742_11.3571_2397_N/A_Massbank:NA002716 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one_no matches_no matches_no matches_no matches",NA,NA,NA,745402.2,607159.4,2
"1645_219.187_8.9928_3209_Massbank:EQ358903 Tributylphosphine oxide|Tri-n-butylphosphine oxide_Massbank:EQ315002 Tributylamine|1-Butanamine, N,N-dibutyl-|N,N-dibutyl-1-butanamine_Organic compounds_Organophosphorus compounds_Organic phosphines and derivatives_Organophosphine oxides",NA,NA,1889150,NA,NA,1
1646_219.187_9.2912_-1_Massbank:EQ358903 Tributylphosphine oxide|Tri-n-butylphosphine oxide_Massbank:EQ358903 Tributylphosphine oxide|Tri-n-butylphosphine oxide_Organic compounds_Organophosphorus compounds_Organic phosphines and derivatives_Organophosphine oxides,NA,NA,59173800,NA,NA,1
"1647_219.1871_9.7458_-1_Massbank:EQ358903 Tributylphosphine oxide|Tri-n-butylphosphine oxide_Leukamesine, Desacetoxymatricarin_Organic compounds_Organophosphorus compounds_Organic phosphines and derivatives_Organophosphine oxides",NA,344071.6,796381.8,NA,NA,2
1648_219.1871_10.1155_1492_N/A_Artemisinin_no matches_no matches_no matches_no matches,NA,NA,199069.4,112438.8,NA,2
"1650_219.2105_11.4788_-1_N/A_1-methyl-4-(6-methylhept-5-en-2-yl)-2,3-dioxabicyclo[2.2.2]oct-5-ene_no matches_no matches_no matches_no matches",NA,NA,NA,97630.92,84594.87,2
1654_220.1179_1.2936_1160_N/A_NA_no matches_no matches_no matches_no matches,18990.09,NA,38753.62,45110.27,NA,3
1657_220.118_1.0332_1160_N/A_NA_no matches_no matches_no matches_no matches,NA,45147.06,NA,NA,NA,1
1659_220.133_3.9834_1913_N/A_Propionic acid_no matches_no matches_no matches_no matches,NA,334271.6,NA,NA,324463.7,2
"1661_220.1331_3.2608_1519_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",130512.2,NA,NA,199782.6,114329.4,3
1663_220.1331_2.2855_-1_N/A_2-(hydroxymethyl)-5-methoxy-4H-pyran-4-one_no matches_no matches_no matches_no matches,NA,575287.3,502693.7,NA,NA,2
"1665_220.1331_3.1494_1519_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",NA,NA,NA,199782.6,NA,1
1667_220.1694_3.9153_-1_N/A_Rotundine_no matches_no matches_no matches_no matches,NA,143694.4,168611.8,NA,117681.9,3
1668_220.1694_3.8579_1913_N/A_hexadecanedioic acid_no matches_no matches_no matches_no matches,NA,143694.4,NA,108998.3,NA,2
1675_220.1695_3.4968_-1_N/A_Guggulsterone E&Z_no matches_no matches_no matches_no matches,174413.4,120609.6,NA,263016.8,248135.9,4
1690_221.1148_8.2321_-1_N/A_medrysone_no matches_no matches_no matches_no matches,NA,NA,88351,450599.9,129485.2,3
1701_221.1283_3.5184_39_N/A_DETHIOBIOTIN_no matches_no matches_no matches_no matches,NA,755798.1,NA,689783.6,NA,2
1703_221.1283_2.6105_39_N/A_DETHIOBIOTIN_no matches_no matches_no matches_no matches,NA,NA,NA,131688.9,NA,1
1709_221.1534_10.8365_-1_N/A_EPIANDROSTERONE_no matches_no matches_no matches_no matches,NA,NA,NA,1302642,569868.1,2
"1712_221.1534_10.2153_-1_N/A_Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",NA,NA,NA,576292.2,NA,1
1717_221.1534_10.0243_2709_N/A_Spectral Match to Pinolenic acid from NIST14_no matches_no matches_no matches_no matches,NA,359828.7,332887.3,464287.2,NA,3
1735_222.1123_3.881_381_N/A_Propionic acid_no matches_no matches_no matches_no matches,226303.3,NA,358371,249516.7,235194.9,4
1741_222.1124_2.7804_381_N/A_Propionic acid_no matches_no matches_no matches_no matches,NA,NA,465077.1,NA,437745.3,2
1748_222.1487_4.0211_142_N/A_MassbankEU:SM871901 Estrone_no matches_no matches_no matches_no matches,NA,522705.4,NA,NA,864774.2,2
"1752_222.1487_3.2415_381_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",NA,NA,NA,NA,276395.4,1
1778_223.0963_10.1825_3706_Spectral Match to Diethyl phthalate from NIST14_Spectral Match to Diethyl phthalate from NIST14_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives,NA,1143250,584408.6,NA,NA,2
1779_223.0963_9.9427_3706_Spectral Match to Diethyl phthalate from NIST14_Spectral Match to Diethyl phthalate from NIST14_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives,NA,1340005,NA,NA,NA,1
1783_223.0964_10.3782_-1_N/A_NA_no matches_no matches_no matches_no matches,631966,510168.6,NA,NA,NA,2
1788_223.1175_3.3282_621_N/A_NA_no matches_no matches_no matches_no matches,NA,1034960,NA,NA,NA,1
"1829_223.1691_6.0484_5725_N/A_Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",NA,NA,150407.4,NA,109055.1,2
"1837_223.2167_7.0205_5725_N/A_Massbank:LU071501 Nootkatone|(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one_no matches_no matches_no matches_no matches",NA,78909.78,586774.8,113607.5,NA,3
1841_224.0915_4.0897_2342_N/A_4-methoxy-9H-xanthen-9-one_Organic compounds_Benzenoids_Benzene and substituted derivatives_Aniline and substituted anilines,NA,371974.3,NA,NA,NA,1
1846_224.0916_2.4163_6900_N/A_NA_no matches_no matches_no matches_no matches,78293.96,NA,NA,NA,NA,1
1849_224.1141_2.5189_-1_N/A_5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-4H-chromen-4-one_no matches_no matches_no matches_no matches,NA,17315.58,93002,215075.5,36541.02,4
1855_224.1279_4.1516_2342_N/A_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Aniline and substituted anilines,NA,189140.9,NA,273127.9,233495.6,3
1862_224.128_3.0976_116_N/A_Massbank:NA002802 Hordenine|4-[2-(dimethylamino)ethyl]phenol_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives,NA,NA,160116.5,127045.3,124008.9,3
1864_224.1492_2.3028_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,190895.3,NA,NA,279578.8,2
1872_224.1644_2.3426_6900_N/A_NA_no matches_no matches_no matches_no matches,NA,104867,NA,NA,192031.5,2
1874_224.1644_3.0296_-1_N/A_MoNA:622419 N-(2-diethylaminoethyl)-2-methoxy-5-methylsulfonyl-benzamide_no matches_no matches_no matches_no matches,NA,NA,366873.5,523568.7,NA,2
1877_224.1855_7.8501_184_N/A_NA_no matches_no matches_no matches_no matches,NA,56557.39,NA,NA,NA,1
"1882_224.2119_7.1351_364_N/A_Massbank:NA003001 Dicyclohexylamine|N-cyclohexylcyclohexanamine_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives",NA,NA,2006140,427699.1,NA,2
1885_225.0247_7.9708_6623_N/A_Methyl Jasmonate (Mixiture of isomers)_no matches_no matches_no matches_no matches,58360.35,NA,NA,NA,37288.18,2
1888_225.0756_7.3486_11_N/A_Spectral Match to Genipin from NIST14_no matches_no matches_no matches_no matches,NA,28470.81,68849.12,107214.5,NA,3
"1891_225.1119_7.0701_11_N/A_Massbank:AC000281 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one_no matches_no matches_no matches_no matches",NA,NA,404775.6,NA,NA,1
"1892_225.1119_7.0045_2_N/A_Massbank:EQ372403 Thiram|Dimethylcarbamothioylsulfanyl N,N-dimethylcarbamodithioate_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines",NA,467202.4,780001.1,NA,NA,2
1894_225.112_7.5361_4434_N/A_NA_no matches_no matches_no matches_no matches,NA,120757.9,120701.7,126279.1,NA,3
1899_225.112_6.4342_11_N/A_Jasmonic Acid_no matches_no matches_no matches_no matches,320969,NA,564449.1,NA,457579.7,3
1907_225.1482_10.6738_2015_N/A_NA_no matches_no matches_no matches_no matches,NA,397504.1,NA,742520.1,367101.5,3
1933_225.196_4.9002_4424_N/A_Himbacine_no matches_no matches_no matches_no matches,NA,254201.3,NA,NA,NA,1
1950_226.1436_2.2028_7524_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,17130.47,NA,NA,1
1960_226.18_4.1689_2005_N/A_securinine_Organic compounds_Alkaloids and derivatives_Lupin alkaloids_Lupinine-type alkaloids,58012.54,69661.56,NA,87362.17,NA,3
1966_226.18_4.2792_2005_N/A_NA_Organic compounds_Alkaloids and derivatives_Lupin alkaloids_Lupinine-type alkaloids,NA,NA,104788,NA,NA,1
1987_227.1275_7.1116_5292_N/A_Artemisinin_no matches_no matches_no matches_no matches,NA,654494.9,NA,NA,NA,1
1989_227.1276_6.9434_5292_N/A_Artemisinin_no matches_no matches_no matches_no matches,267441.6,261767.6,793143.4,323176.2,177413.8,5
1997_227.1428_11.1989_1788_N/A_Germacrone_no matches_no matches_no matches_no matches,NA,109558,NA,NA,240320.6,2
1998_227.1428_11.0158_1788_N/A_Spectral Match to Myristoleic acid from NIST14_no matches_no matches_no matches_no matches,NA,NA,NA,375031.8,159663.5,2
2034_228.172_3.3704_2021_N/A_N-Methylisoleucine_no matches_no matches_no matches_no matches,NA,NA,20967.15,NA,NA,1
2089_229.0681_1.6986_7413_N/A_NA_no matches_no matches_no matches_no matches,NA,49023.81,20235.93,39188.58,39883.72,4
2100_229.1221_10.5729_5968_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,171416.6,93160.61,2
2102_229.1222_6.0149_-1_N/A_4'-methoxyflavone_no matches_no matches_no matches_no matches,NA,NA,NA,NA,156225.4,1
2113_229.1433_4.1573_3304_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,715522,NA,NA,1
"2116_229.1433_7.327_1589_N/A_arabinose_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",7603488,4016313,4063790,NA,NA,3
2117_229.1433_3.1711_-1_N/A_Jasmonic Acid_no matches_no matches_no matches_no matches,NA,NA,412910.1,NA,NA,1
2122_229.1586_8.9905_-1_N/A_Zerumbone_no matches_no matches_no matches_no matches,NA,58429.17,NA,61598.87,144553.2,3
2124_229.1586_10.4434_2668_N/A_MassbankEU:SM862902 Benzophenone-3|Oxybenzone|(2-hydroxy-4-methoxyphenyl)-phenylmethanone_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzophenones,NA,157542.4,NA,145695.1,419056.2,3
"2126_229.1586_9.7006_239_N/A_(2R,6S)-2-methyl-6-[(3Z)-pentadec-3-en-1-yl]piperidine_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids",NA,65271.04,NA,172560.8,68623.69,3
2144_230.1498_3.1887_3723_N/A_Massbank:LU080702 Azacyclotridecan-2-one_no matches_no matches_no matches_no matches,NA,NA,308214.3,529901.2,NA,2
2145_230.1498_3.0289_3723_N/A_AKOS003672986_no matches_no matches_no matches_no matches,NA,NA,239347.7,449524.3,NA,2
"2149_230.165_6.7134_364_N/A_Massbank:LU068801 1-Cyclohexylpyrrolidin-2-one|N-Cyclohexyl-2-pyrrolidone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives",NA,NA,3460956,1200729,NA,2
"2172_230.2477_9.4718_125_N,N-Dimethyldodecylamine N-oxide_Massbank:LU030802 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines",NA,NA,4301150,NA,NA,1
2181_231.1225_6.8837_1562_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,321215.3,282822.2,NA,2
2188_231.1378_8.3288_830_Parthenolide_Parthenolide_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Terpene lactones,280238.8,NA,NA,NA,NA,1
2193_231.159_10.3762_353_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,1722936,NA,1
2207_232.1089_1.2433_-1_N/A_Massbank:LU049101 Triphenyl phosphate_no matches_no matches_no matches_no matches,NA,238037,5348712,10179380,453182.1,4
2209_232.1331_3.3196_1612_N/A_Propionic acid_no matches_no matches_no matches_no matches,NA,NA,NA,NA,588895.7,1
2216_232.1542_6.5225_3449_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,397902.3,NA,1
2219_232.1543_2.3674_483_Butyrylcarnitine - 30.00 eV_PROPIONYLCARNITINE_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acid esters,35230.66,533075.6,383885.4,1312188,1000270,5
2222_232.1694_3.9912_3291_N/A_Rotundine_no matches_no matches_no matches_no matches,NA,519988.4,259227.2,NA,NA,2
2223_232.1694_3.9224_3291_N/A_Phloretin_no matches_no matches_no matches_no matches,235403.2,NA,403212.7,487830.3,235040.7,4
2225_232.1695_3.6983_3291_N/A_Rotundine_no matches_no matches_no matches_no matches,NA,346728.9,285388.2,NA,NA,2
2236_233.0731_5.9221_-1_N/A_NA_no matches_no matches_no matches_no matches,107703.8,40160.66,150959.9,NA,35608.69,4
"2237_233.0743_5.7598_4100_teasperin_Massbank:LU042901 Norethindrone|(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one_Organic compounds_Organoheterocyclic compounds_Benzopyrans_1-benzopyrans",NA,NA,507545.6,61492.67,NA,2
"2238_233.0743_5.6193_4100_teasperin_Massbank:LU042901 Norethindrone|(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one_Organic compounds_Organoheterocyclic compounds_Benzopyrans_1-benzopyrans",NA,NA,849459.3,80844.45,NA,2
2240_233.0995_1.1024_-1_N/A_Massbank:PR304489 Mitraphylline_no matches_no matches_no matches_no matches,NA,NA,NA,20693.48,NA,1
"2241_233.1106_7.8184_-1_MassbankEU:SM884701 N-Cyclohexyl-2-benzothiazol-amine|N-cyclohexyl-1,3-benzothiazol-2-amine_N-Cyclohexyl-2-benzothiazol-amine_Organic compounds_Organoheterocyclic compounds_Benzothiazoles_NA",NA,NA,2442556,NA,NA,1
2244_233.1169_7.7395_8075_N/A_alpha-lapachone_no matches_no matches_no matches_no matches,139228,NA,44085.55,NA,318294.6,3
2249_233.1171_6.1293_1026_N/A_Spectral Match to Pentapropylene glycol from NIST14_no matches_no matches_no matches_no matches,197896.3,NA,497195.8,241263.3,263384.4,4
2251_233.1171_6.5468_212_N/A_NA_no matches_no matches_no matches_no matches,NA,381428.3,320843.4,NA,NA,2
2252_233.1171_6.3471_212_N/A_NA_no matches_no matches_no matches_no matches,NA,1018574,NA,NA,NA,1
2253_233.1171_6.7442_-1_N/A_Spectral Match to Pentapropylene glycol from NIST14_no matches_no matches_no matches_no matches,NA,258941.4,250128.8,NA,150553.9,3
"2266_233.1534_10.2386_6808_9a-hydroxy-3,4a,5-trimethyl-2H,4H,4aH,5H,6H,7H,8H,8aH,9H,9aH-naphtho[2,3-b]furan-2-one_Massbank:LU071501 Nootkatone|(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Terpene lactones",375961.2,335249.4,NA,559573.6,481231.7,4
"2273_233.1662_7.0337_-1_N/A_Massbank:LU074951 2',4',5'-Trihydroxybutyrophenone|2,4,5-Trihydroxybutyrophenone|1-(2,4,5-trihydroxyphenyl)butan-1-one_no matches_no matches_no matches_no matches",NA,NA,2008021,341473.3,364497.6,3
2286_233.2011_6.6421_5369_N/A_Massbank:NA003002 Dicyclohexylamine|N-cyclohexylcyclohexanamine_no matches_no matches_no matches_no matches,NA,NA,1403591,258063.8,NA,2
2297_234.1335_2.8018_1724_N/A_epicatechin_no matches_no matches_no matches_no matches,56088.99,27806.16,28311.91,23147.4,50479.7,5
2299_234.1339_3.4699_1724_N/A_Massbank:PR310810 Adenosine + C2H5S_no matches_no matches_no matches_no matches,NA,NA,NA,29682,NA,1
2303_234.1487_4.0627_2882_N/A_Propionic acid_Organic compounds_Organoheterocyclic compounds_Oxazinanes_Morpholines,NA,1074900,NA,NA,NA,1
"2309_234.1487_3.6886_6406_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",NA,NA,NA,447978.5,NA,1
2311_234.1487_3.1648_1724_N/A_Karakoline_no matches_no matches_no matches_no matches,798042.6,440214.2,588364.3,624272.1,428685.7,5
2315_234.1851_3.9815_4314_N/A_glycycoumarin_no matches_no matches_no matches_no matches,183385.2,141880.9,NA,209357.4,136887.6,4
2328_235.0963_8.055_6853_N/A_Curcumenol_no matches_no matches_no matches_no matches,NA,NA,149275,NA,86076.95,2
2329_235.0963_6.019_-1_N/A_NA_no matches_no matches_no matches_no matches,243929.5,NA,NA,NA,NA,1
2330_235.0963_7.28_1481_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Androstane steroids,NA,129058.2,169574,117869.2,NA,3
2341_235.1327_8.0961_8136_N/A_Artemisinin_no matches_no matches_no matches_no matches,NA,423528.6,NA,NA,867913.6,2
2344_235.1327_7.3058_1481_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Androstane steroids,NA,NA,1193602,NA,NA,1
2346_235.1327_8.1828_8136_N/A_Artemisinin_no matches_no matches_no matches_no matches,NA,NA,572862,799153.7,NA,2
2353_235.144_3.6322_50_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,479603.2,1
"2381_235.1691_10.5269_-1_Massbank:AC000286 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one_Spectral Match to Pinolenic acid from NIST14_no matches_no matches_no matches_no matches",NA,NA,NA,NA,884952.4,1
"2386_235.1816_6.6476_1481_N/A_Massbank:EQ359201 Clenbuterol|1-(4-amino-3,5-dichlorophenyl)-2-(tert-butylamino)ethanol_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Androstane steroids",NA,NA,3864573,884377.8,NA,2
"2387_235.1818_7.2662_1481_N/A_Massbank:EQ359201 Clenbuterol|1-(4-amino-3,5-dichlorophenyl)-2-(tert-butylamino)ethanol_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Androstane steroids",NA,NA,2585510,466287.3,NA,2
2396_236.1181_8.0651_1370_N/A_Jaceosidin_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_4-hydroxy-2-alkylquinolines,30796,NA,NA,NA,NA,1
2397_236.1181_8.3659_1370_N/A_Jaceosidin_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_4-hydroxy-2-alkylquinolines,67007.79,48866.66,NA,NA,36616.54,3
2412_236.1643_3.9908_142_N/A_ST056305_no matches_no matches_no matches_no matches,NA,1052336,516028.3,356640.7,1421486,4
"2415_236.1643_3.5198_142_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",NA,219523.2,NA,NA,NA,1
"2416_236.1643_3.1854_142_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",NA,614129.5,NA,NA,692663.2,2
"2417_236.1643_3.7564_142_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",134881.8,175355.7,NA,NA,113130,3
2442_237.1119_8.3767_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,176635.2,NA,NA,1
2449_237.112_7.3315_11_N/A_Artemisinin_no matches_no matches_no matches_no matches,NA,NA,263186.8,274548.1,NA,2
2450_237.112_6.8633_11_N/A_Artemisinin_no matches_no matches_no matches_no matches,NA,NA,NA,729879.4,NA,1
2463_237.1483_9.2751_11_N/A_Artemisinin_no matches_no matches_no matches_no matches,NA,NA,NA,801556.8,662768.4,2
"2464_237.1483_7.0119_11_N/A_Spectral Match to (.+/-.)-9-Hydroxy-5Z,7E,11Z,14Z,17Z-eicosapentaenoic acid from NIST14_no matches_no matches_no matches_no matches",NA,NA,545369.4,NA,NA,1
2470_237.1483_10.0373_11_N/A_Parthenolide [M+H]+_no matches_no matches_no matches_no matches,NA,NA,NA,1023938,NA,1
"2478_237.1483_7.3503_11_N/A_Spectral Match to (.+/-.)-9-Hydroxy-5Z,7E,11Z,14Z,17Z-eicosapentaenoic acid from NIST14_no matches_no matches_no matches_no matches",NA,488788.4,NA,641997,NA,2
