Feature_ID,Control...1,Control...2,Control...3,Coral...4,Coral...5,Coral...6,Coral_Dictyota...7,Coral_Dictyota...8,Coral_Dictyota...9,Coral_Turf...10,Coral_Turf...11,Coral_Turf...12,Dictyota...13,Dictyota...14,Dictyota...15,Turf...16,Turf...17,Turf...18,count
4922_279.1702_3.4246_2119_N/A_NA_no matches_no matches_no matches_no matches,0,-108144.18000000002,-80613.73000000001,0,0,0,0,0,-94790.93,0,0,-97390.02,0,0,0,0,0,0,4
4923_279.1702_3.2591_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,174136.2,138976.02000000002,161680.82,0,0,0,0,0,113283.57,127576.37,0,0,-109063.36,0,158230.19999999998,145817.19999999998,8
4924_279.1741_11.1099_4107_N/A_gamma-sitosterol_no matches_no matches_no matches_no matches,0,0,10446.518,8086.487000000001,24265.917,37698.347,0,92318.31,0,0,0,0,0,0,0,0,0,-48076.85,6
4925_279.1741_11.2461_4107_N/A_gamma-sitosterol_no matches_no matches_no matches_no matches,0,10187.307,0,0,-10216.152999999998,0,0,61252.31999999999,0,0,0,0,99825.18,75038.57999999999,99141.88,0,0,0,6
"4926_279.1741_11.5057_6284_N/A_Massbank:LU071501 Nootkatone|(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one_no matches_no matches_no matches_no matches",0,0,0,0,28931.159999999996,16694.92,0,0,-56137.73999999999,400512.7,190768.8,0,0,0,120400.34000000001,256910.09999999998,902479.3,534913.8,9
"4927_279.1741_11.6381_6284_N/A_Massbank:LU071501 Nootkatone|(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one_no matches_no matches_no matches_no matches",0,0,9947.575,26508.145,21744.365,5549.294999999999,0,0,45584.37,278649.82999999996,180072.03,147926.63,56582.20999999999,95120.59,0,157344.3,732933,144045.2,13
4940_279.1953_10.9408_1504_N/A_O_methylfurodysin_Lactone_no matches_no matches_no matches_no matches,0,0,0,0,0,826056.9,0,0,1061297.5,0,0,697114.1,0,0,-358064.00000000006,0,-1545475.8,-1308717.2,6
4941_279.1953_11.0918_1504_N/A_O_methylfurodysin_Lactone_no matches_no matches_no matches_no matches,0,0,0,0,0,368722.10000000003,0,0,0,-334582.19999999995,0,0,-336227.3,0,-362796.39999999997,0,0,0,4
4955_279.2316_11.4826_6284_N/A_NA_no matches_no matches_no matches_no matches,0,0,-66829.48999999999,-78476.18,0,0,-278208.3,0,-237239.69999999998,-111812.98000000001,0,0,0,0,-199684.13,0,-330504.9,-348053.45,8
4957_279.2316_11.7111_-1_Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14_OLEIC ACID_no matches_no matches_no matches_no matches,0,-311862.4,0,0,523714.9,0,-254072.40000000002,0,0,0,0,-358815.4,-610961.3300000001,0,-614998.43,0,0,0,6
4958_279.2316_11.5503_-1_NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]_Dipterocarpol_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives,0,-213800.5,0,-64102.34,0,359360.8,-130933.2,309958.19999999995,0,-184171.21,-143220.5,-187230.06,-122265.2,0,-181165.88,0,0,0,10
"4969_280.1169_5.238_1039_N/A_""2,4-Di-O-methylolivetonide""_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives",339924.14,204811.14,219123.03999999998,287742.51,321490.71,282527.51,329073.48,190366.07999999996,375635.27999999997,0,0,0,0,0,0,0,239545.69999999998,0,10
"4972_280.1178_4.9748_1832_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_Organic compounds_Organoheterocyclic compounds_Indoles and derivatives_Indoles",0,-177928.13999999998,0,179954.88999999998,125077.78999999998,89334.48999999999,0,0,0,0,-254583.69999999998,0,0,122830.92,93257.21999999999,0,150556.5,0,8
4975_280.1178_3.5155_-1_N/A_Massbank:PR300809 4-Hydroxyquinoline_no matches_no matches_no matches_no matches,0,0,-584104.5,0,0,0,0,0,0,-653681.1,-682882.7,0,0,-785501.2,0,0,0,0,4
4976_280.1178_3.5662_3550_N/A_6-Hydroxynicotinic acid_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,-261304.60000000003,0,0,-312377.3,-277581.6,0,0,0,0,0,0,3
4978_280.1179_3.0836_2498_N/A_NA_no matches_no matches_no matches_no matches,225813.10000000003,0,0,398265.4,198773,0,0,0,0,176004.8,200570.90000000002,0,0,0,0,242466.80000000002,338911.6,282855.9,8
4979_280.137_3.6743_2498_N/A_NA_no matches_no matches_no matches_no matches,0,0,-45389.25,37002.54,0,59569.8,36112.92,-16623.89,0,0,0,0,0,0,-48799.14,53917.94,98044.06,79573.56,9
"4992_280.1542_1.7495_-1_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",-58087.130000000005,-55272.37,-53873.37,0,0,0,-277276.2,-266461.65,-265086.80000000005,-83075.84,163751.2,0,97305.05,-23883.570000000003,84740.95,0,0,0,11
"4994_280.1542_3.2268_2636_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",0,0,0,0,-116509.04000000001,-156137.29,0,0,0,0,123581.18,144562.78,0,0,-142150.7,0,0,0,5
4995_280.1741_4.3832_771_N/A_Loganin_no matches_no matches_no matches_no matches,12005.379,0,0,22793.175000000003,0,0,7125.708,5195.888,5192.247,0,0,0,0,0,-14585.275999999998,19007.061999999998,0,0,7
5001_280.1753_6.2672_20_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,65997.97,0,0,0,-56305.380000000005,0,-58501.560000000005,76508.6,0,0,0,0,0,4
5005_280.1905_4.1097_2232_N/A_Karakoline_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,407605.80000000005,0,0,0,0,0,0,179219.69999999998,531521.7000000001,247589.99999999997,4
5006_280.1905_3.9841_2232_N/A_Karakoline_no matches_no matches_no matches_no matches,833662.9,0,702434.4,198093.91,131842.51,219216.50999999998,0,0,0,450203.4,0,0,0,162708.8,0,232770.44,135261.94,99335.04000000001,10
5007_280.1905_3.876_2498_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,524330.01,173064.21,62514.51000000001,0,0,0,0,0,0,0,90985.04000000001,0,360335.59,744288.49,0,6
"5008_280.1905_4.3348_771_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",0,0,238558.89999999997,0,0,-170137.00000000003,0,0,0,-357226.89999999997,-350478.8,0,0,0,0,0,0,0,4
5009_280.1905_3.5316_2498_N/A_NA_no matches_no matches_no matches_no matches,226414.19999999998,0,0,0,0,-263931.05,275788.66000000003,0,0,0,-185250.39,0,150091.41999999998,716515.8200000001,112470.51999999999,0,110764.23,138381.83000000002,9
5010_280.1905_3.2551_2636_N/A_NA_no matches_no matches_no matches_no matches,848572.5,0,838096.7999999999,259684.9,537853.8,164845.69999999998,556881.9,0,308434.6,609964.9,0,0,816863.9,548374.5,220875.6,0,695008.9,0,12
5011_280.1905_3.6903_2498_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,-104677.55,-309943.4,-267363.5,0,140116.6,0,0,0,0,-154945.9,-214483.69,0,-218718.42,7
5012_280.1905_5.9064_3372_N/A_Massbank:NA002800 Hordenine|4-[2-(dimethylamino)ethyl]phenol_no matches_no matches_no matches_no matches,10906.85,16353.1,0,0,0,0,0,0,0,-45677.850000000006,-34062.310000000005,-30353.060000000005,59425.91,0,226795.39,0,-20517.809999999998,0,8
5017_280.2269_11.7604_-1_N/A_Spectral Match to Ricinoleic acid methyl ester from NIST14_no matches_no matches_no matches_no matches,-128483.04999999999,-137738.97999999998,-151572.22999999998,-253622.94,0,-278047.81,-278470.82,-176825.40000000002,-306795.624,-128485.81,-107147.72,-130051.58899999999,-175897.51,-209619.06,0,-80799.86,-65277.25,0,15
5018_280.2269_6.2703_-1_N/A_NA_no matches_no matches_no matches_no matches,-51987.67,0,0,-35559.28,0,0,0,0,-43013.84,0,-83955.05,0,0,0,0,0,-66690.81,0,5
5019_280.2269_4.22_771_N/A_Rotundine_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,0,0,0,-49988.61,0,0,0,0,0,1
5020_280.2269_4.3079_771_N/A_Rotundine_no matches_no matches_no matches_no matches,0,0,0,0,0,119422.28,0,0,0,0,0,0,0,98617.12000000001,0,0,0,0,2
5041_280.2745_9.414_235_N/A_Massbank: Dibucaine|2-Butoxy-N-[2-(diethylamino)ethyl]quinoline-4-carboxamide_no matches_no matches_no matches_no matches,-57667.82,-57667.82,-57667.82,-75291.78,-75291.78,-75291.78,-23612.75,-23612.75,-23612.75,-886204,-886204,-886204,152931.15999999997,110072.65999999999,135653.26,-360875.7,-360875.7,-360875.7,18
"5044_281.1018_5.9196_3475_N/A_7,8,2'-Trihydroxyflavone_no matches_no matches_no matches_no matches",186967.2,0,-51835.74,74592.53,213643.22999999998,0,161075.7,135058.09999999998,0,149843.07,0,153538.46999999997,217526.19,85339.79,0,0,0,0,10
5046_281.1018_4.8304_4164_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,178057.5,231188.7,0,0,0,0,0,0,0,0,0,0,-71115.65,0,0,3
5047_281.1131_3.1548_298_N/A_NA_no matches_no matches_no matches_no matches,109903.53999999998,0,66305.54000000001,-181685.91,-154579.14,-169122.23,-114275.6,0,0,0,0,-77433.23000000001,0,-117801.2,0,0,0,-121182.44999999998,9
5051_281.1382_9.5408_8464_N/A_MoNA:909195 2-acetamido-N-benzyl-3-methoxypropanamide_no matches_no matches_no matches_no matches,0,0,194751.90000000002,146139.73,96307.63,199034.13,49222.170000000006,71881.91,38449.51,0,0,0,486131.89999999997,584604.8,290541.89999999997,0,0,0,10
5052_281.1382_7.1794_725_N/A_NA_no matches_no matches_no matches_no matches,0,0,664683.8,835067.4,0,424727.20000000007,0,0,545797.7000000001,-665830.3,-695470.8,0,-784688.8,0,-907413.3,0,0,0,8
5054_281.1382_6.165_3475_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,414264.70000000007,0,-954980.5,-997943.7,0,-267894.9,0,0,-445434.20000000007,-552498.4,0,0,-218058,0,7
"5055_281.1382_8.2422_2803_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",414471,0,367497.69999999995,0,-170737.6,0,0,0,0,0,-143955,0,0,0,0,254083.59999999998,0,0,5
5057_281.1382_8.0261_255_N/A_isoferulic acid_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Androstane steroids,315921.08999999997,288849.69,498757.98999999993,367768.00000000006,491088.8,780050.1000000001,382282.69999999995,408703.9,0,0,-318748.1,0,272678.30000000005,258279.49999999997,0,0,0,0,11
5060_281.1382_5.9539_3475_N/A_NA_no matches_no matches_no matches_no matches,180449.03999999998,127964.64000000001,0,-233457.3,409448.50000000006,0,0,0,0,0,272157.10000000003,0,0,0,241150.30000000002,-126682.7,0,0,7
5062_281.1494_4.1932_3656_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,600148.8,0,0,628121.8999999999,0,0,0,0,0,0,0,0,2
5064_281.1494_3.3947_-1_N/A_RIBOFLAVIN_no matches_no matches_no matches_no matches,0,0,-403946.6,0,0,-482014.7,0,0,636235.2,-580560.4,0,-544124.8,0,907665.6,0,0,0,0,6
5066_281.1494_3.2424_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,-280272.4,0,812535.4,0,0,0,0,0,0,672813.2,3
5067_281.1494_3.8853_-1_N/A_NA_no matches_no matches_no matches_no matches,385903.9,161754.50000000003,0,0,183179.6,0,-385562.8,0,-311315.19999999995,0,0,181924.4,0,0,0,322808.8,0,324891.9,8
5071_281.1494_2.9488_298_N/A_NA_no matches_no matches_no matches_no matches,0,-419515.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5075_281.1745_10.9573_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,94125.34000000001,96930.04,215164.44,0,0,0,-107798.37999999999,0,0,0,0,0,371632.80000000005,0,-256046.69999999998,6
5077_281.1745_10.8605_239_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids,0,0,0,0,0,255977.59999999998,126776.3,0,0,0,0,0,190590.72999999998,140594.93,0,0,0,0,4
"5083_281.1745_9.8224_874_N/A_NCGC00347722-02!(2Z)-2-[(E)-6-(hydroxymethyl)-2,4,8,10-tetramethyldodec-2-enylidene]-4-methylpentanedioic acid [IIN-based on: CCMSLIB00000847318]_no matches_no matches_no matches_no matches",325847.6,293246.80000000005,249095.6,0,0,659740.6000000001,0,0,0,0,0,0,0,0,0,0,0,-426069.49999999994,5
5086_281.1745_8.0446_255_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Androstane steroids,161807.44,0,0,-136184.27999999997,0,0,0,65041.57000000001,0,0,0,0,-200303.86,-134693.3,0,235715.19999999998,0,0,6
5096_281.1896_10.7618_239_N/A_enoxolone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids,0,0,0,-13991.910000000002,0,-13306.990000000002,0,0,0,0,0,117881.01000000001,0,0,704244.6,0,0,0,4
5097_281.1897_11.1553_239_N/A_enoxolone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids,0,0,0,0,0,0,308695.10000000003,436504.60000000003,0,0,-143205.8,0,0,0,0,0,0,0,3
"5098_281.1897_10.5766_725_N/A_Massbank: Isophorone|3,5,5-trimethylcyclohex-2-en-1-one_no matches_no matches_no matches_no matches",12783.525000000001,0,10574.895,0,15969.670000000002,36829.19,-351666.39999999997,0,-403407.5,0,-619952.2,0,0,0,0,-1244169.8,0,-980276,9
"5099_281.1897_11.4603_114_N/A_Massbank:LU042902 Norethindrone|(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Diterpenoids",50887.21000000001,47253.850000000006,102407.79000000001,0,27032.09,56441.83,0,413160.4,0,-189091.8,0,-220103.09999999998,0,0,0,-441096.19999999995,-492408.19999999995,-364695.19999999995,11
5100_281.1897_11.5474_114_N/A_Dydrogesterone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Diterpenoids,0,99900.45999999999,56859.09,19112.52,27032.09,0,0,573710.9,0,0,0,0,0,0,0,0,1090280.6,0,6
5101_281.1897_11.3851_2244_N/A_Chaulmoogric Acid_no matches_no matches_no matches_no matches,50887.21000000001,47253.850000000006,70880.55,0,0,0,-883797.2,0,0,0,0,382495.49999999994,0,0,0,0,0,0,5
5102_281.1897_10.8847_114_N/A_Dydrogesterone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Diterpenoids,23288.979999999996,0,0,-13991.910000000002,0,-13306.990000000002,-140048.5,0,-143500.30000000002,0,0,-305409.19999999995,-434727.80000000005,0,0,0,-312003.79999999993,0,8
5103_281.1897_11.3286_114_N/A_Dydrogesterone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Diterpenoids,86247.49,0,0,0,50109.23,67079.95000000001,0,0,-1048638.7,442874.19999999995,724659.1,487862.29999999993,-2113271,0,0,0,0,1396324.9,9
"5104_281.1897_10.6727_114_N/A_MassbankEU:SM874701 Dydrogesterone|(8S,9R,10S,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Diterpenoids",0,0,41597.78,0,0,-13306.990000000002,0,603162.4,0,0,878474,0,-1230513,-1189294,0,1048554.8,0,0,7
5105_281.1897_11.7329_114_N/A_Dydrogesterone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Diterpenoids,0,-31594.120000000003,-23938.570000000003,0,18680.25,0,0,0,-192559.7,202580.30000000002,0,0,0,-855017.9,-874904.7,0,0,0,7
"5106_281.1898_9.5126_725_N/A_Massbank: Isophorone|3,5,5-trimethylcyclohex-2-en-1-one_no matches_no matches_no matches_no matches",0,0,9198.184000000001,0,0,0,0,0,-75738.9,0,0,0,0,0,213036.09999999998,0,0,0,3
"5107_281.1898_10.2004_114_N/A_MassbankEU:SM874701 Dydrogesterone|(8S,9R,10S,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Diterpenoids",13206.617000000002,0,45415.637,0,19525.94,0,-182226.10000000003,0,-204549.90000000002,-457980.1,-489121.89999999997,-533357.7999999999,0,-308407.6,842364.9,-869294.9,-1238182.2,-1535509.9,13
"5108_281.1898_7.8621_-1_N/A_Massbank:LU042901 Norethindrone|(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one_no matches_no matches_no matches_no matches",86065.29999999999,0,324716.5,0,0,44935.31,2048939.4,0,0,0,0,22852460,1970632,4462048,0,0,0,0,7
5109_281.1898_7.2963_725_N/A_NA_no matches_no matches_no matches_no matches,-5881.351,-5881.351,0,-3969.289,0,-3969.289,-39252.36,0,-46474.630000000005,-405007.99,-318499.80000000005,-390978.89,-119550.26999999999,-127242.70999999999,0,-791355.7,-863067.12,-704620.4,14
"5110_281.1898_10.3151_114_N/A_Massbank:AU245206 4-Methylbenzylidene camphor|1,7,7-Trimethyl-3-(4-methylbenzylidene)bicyclo[2.2.1]heptan-2-one|1,7,7-trimethyl-3-[(4-methylphenyl)methylidene]bicyclo[2.2.1]heptan-2-one_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Diterpenoids",0,0,43973.56,-17048.15,0,-14032.869999999999,0,290192.8,0,0,-597514.7,-669721.9,0,0,0,0,-1614730.3,-1261473.5,8
"5111_281.1898_10.0517_114_N/A_MassbankEU:SM874701 Dydrogesterone|(8S,9R,10S,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Diterpenoids",0,0,0,0,16309.349999999999,-7632.576,0,0,0,0,0,0,0,0,0,0,0,0,2
"5112_281.1898_10.9696_114_N/A_MassbankEU:SM874701 Dydrogesterone|(8S,9R,10S,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Diterpenoids",35339.51,13163.65,14127.94,0,0,36026.57,0,478464.89999999997,0,0,0,154356.1,-2419809.9,-2670872.6,0,0,565038.1000000001,0,9
5113_281.1899_8.2675_2803_N/A_terpestacin_no matches_no matches_no matches_no matches,0,-3588.462,4317.9259999999995,-4916.592999999999,0,0,63866.350000000006,113969.25,0,0,0,0,124946.09,0,0,0,0,0,6
"5132_281.2472_13.4616_8_Massbank:EQ331602 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid_Massbank:EQ331602 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives",-57514.811,0,-58082.851,-28656.472,-25546.681,35625.740000000005,-88920.126,-90103.98300000001,0,-43384.522000000004,-34286.020000000004,0,0,-78551.27,-77776.47600000001,0,-210556.07,-205253.19999999998,13
5133_281.2472_15.3291_8_MoNA:790536 Linoleic acid_MoNA:790536 Linoleic acid_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives,0,0,0,0,0,10442.71,-2329.92,-2329.92,0,0,0,0,13644.928,-2605.542,-2605.542,43238.706,-7292.034,-6400.227,9
5147_281.2948_11.1914_-1_N/A_Himbacine_no matches_no matches_no matches_no matches,741801.4099999999,-42473.29,-39339.899,-76291.098,218135,-78616.757,291524.97,124898.67000000001,-29699.611999999997,-12657.348,167859.22,-10610.011999999999,0,-8681.053,-7335.7519999999995,0,2021223.18,363293.98,16
5149_282.097_3.9218_2498_N/A_NA_no matches_no matches_no matches_no matches,-103532.27000000002,0,0,0,0,0,-114880.07,0,-99801.44,-174922.64,-168826.79,-182909.54,0,0,0,0,0,0,6
5150_282.1332_6.1506_-1_N/A_N-(3-chlorophenyl)-2-[4-(morpholin-4-ylcarbonyl)-2-oxohydroquinolyl]acetamide_no matches_no matches_no matches_no matches,-87791.79000000001,0,-90696.16,0,0,0,0,0,0,0,0,0,0,0,0,0,90207.01000000001,0,3
5154_282.1334_4.7195_3658_N/A_NA_no matches_no matches_no matches_no matches,280528.2,0,0,-188279.66,0,-178267.1,0,739111.16,108144.86,0,0,0,0,-155150.95,0,0,0,0,6
5156_282.1334_4.5726_3658_N/A_NA_no matches_no matches_no matches_no matches,-294374.3,-287955.5,-339041.25,0,0,0,0,0,0,0,0,-151062.6,0,0,0,0,-343464.9,-362033.10000000003,6
5160_282.1697_6.1584_1127_Dainic Acid A_Dainic Acid A_no matches_no matches_no matches_no matches,0,-32439.11,-34957.96,0,0,0,0,0,0,0,0,0,0,0,0,-1494216.2,-1580026,0,4
5161_282.1697_5.1538_5817_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,-64772.399999999994,-61277.329999999994,0,0,-85033.54000000001,0,0,0,44746.780000000006,0,0,-72140.35999999999,0,0,5
5165_282.1909_3.9339_-1_N/A_NA_no matches_no matches_no matches_no matches,134982.49,108720.59,118982.09,68674.98,76390.22,81132.53,0,0,0,61548.78,0,86451.88,0,0,-34506.549999999996,42577.501,79526.93100000001,58537.071,12
"5171_282.2061_4.4454_4267_N/A_3-hydroxy-1,2-dimethylpyridin-4(1H)-one_no matches_no matches_no matches_no matches",0,0,0,0,362894.00000000006,397019.89999999997,0,0,0,0,0,0,0,0,0,0,695566.2,0,3
5172_282.2061_4.1443_4807_N/A_NA_no matches_no matches_no matches_no matches,58636.02,70771.92000000001,55599.920000000006,0,0,0,0,0,117451.38999999998,0,0,0,-51635.240000000005,0,0,0,76363.19,0,6
"5173_282.2062_4.2208_4267_N/A_Massbank:NA000358 Lupinine|[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methanol_no matches_no matches_no matches_no matches",0,217427.3,0,0,0,0,139975.5,0,0,202808.88999999998,0,0,107805.03000000001,163941.03000000003,0,0,0,0,5
"5175_282.2062_4.7037_3658_N/A_8-acetyl-5,7-dimethoxy-2,2-dimethylchromene_no matches_no matches_no matches_no matches",0,0,0,0,0,0,0,72425.47,0,0,72534.59,0,-78268.48999999999,0,0,0,0,-55386.44,4
"5197_283.111_5.8284_250_3,4-dimethoxyphenyl 3,5-dimethylpyrazolyl ketone_Massbank:EQ328401 Dienogest|2-[(8S,13S,14S,17R)-17-hydroxy-13-methyl-3-oxo-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl]acetonitrile_Organic compounds_Benzenoids_Benzene and substituted derivatives_Cumenes",-9511.934,0,-9511.934,-5659.734,0,-5659.734,-9401.101,0,0,0,0,3893.824,0,0,0,-11093.35,-11093.35,-11093.35,9
5198_283.1161_3.2225_-1_N/A_Spectral Match to Hexaethylene glycol from NIST14_no matches_no matches_no matches_no matches,0,0,-16920.44,21326.05,19807.58,30597.38,0,0,-27129.230000000003,-40849,-50255.667,0,-18606.13,0,0,0,26180.36,0,9
