"","max_blanks","mean_samples","flag"
"4830_278.1385_3.9088_5447_N/A_(3aS,8aR)-1,3a,8-trimethyl-1,2,3,3a,8,8a-hexahydropyrrolo[2,3-b]indol-5-yl methylcarbamate_no matches_no matches_no matches_no matches",170826.8,220202.709166667,1
"4831_278.1385_4.6157_-1_N/A_7-Hydroxy-3-Methylflavone_no matches_no matches_no matches_no matches",12770390,186397.28875,1
"4832_278.1385_3.7929_5447_N/A_(3aS,8aR)-1,3a,8-trimethyl-1,2,3,3a,8,8a-hexahydropyrrolo[2,3-b]indol-5-yl methylcarbamate_no matches_no matches_no matches_no matches",91842.08,153412.15625,1
"4833_278.1385_4.8541_6706_Massbank:PR301478 Convolidine_7,3',4',5'-Tetrahydroxyflavone_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives",3094618,95076.4025,1
"4838_278.1386_5.766_50_N/A_NA_no matches_no matches_no matches_no matches",916007.8,71582.9020833333,1
"4839_278.1514_8.7488_2960_N/A_NA_no matches_no matches_no matches_no matches",4532046,163369.732958333,1
"4840_278.1518_8.3984_-1_N/A_NA_no matches_no matches_no matches_no matches",1820470,9070.08379166667,1
"4841_278.1521_7.9172_72_N/A_NCGC00380346-01!2-(7-hydroxyoctyl)pentanedioic acid_no matches_no matches_no matches_no matches",6469352,8025.008,1
"4842_278.1521_8.0424_72_N/A_NCGC00380346-01!2-(7-hydroxyoctyl)pentanedioic acid_no matches_no matches_no matches_no matches",1550953,2193.14770833333,1
"4843_278.1591_5.6579_50_N/A_NA_no matches_no matches_no matches_no matches",70177.42,7599.2085,1
"4844_278.1744_8.6938_2960_N/A_NA_no matches_no matches_no matches_no matches",355769.6,15141.9379583333,1
"4845_278.1747_7.9199_72_N/A_NCGC00380346-01!2-(7-hydroxyoctyl)pentanedioic acid_no matches_no matches_no matches_no matches",1123177,20738.8906666667,1
"4855_278.19_8.8215_-1_MaprotilineHCl_ellipticine_Organic compounds_Benzenoids_Anthracenes_NA",3028786,867315.501583333,1
"4856_278.196_8.2069_-1_N/A_3,4-dimethoxyphenyl 4-phenylpiperazinyl ketone_no matches_no matches_no matches_no matches",2175938,10471.9612083333,1
"4857_278.196_6.3175_-1_N/A_NA_no matches_no matches_no matches_no matches",57982.55,60470.7791666667,1
"4860_278.2113_5.6062_50_N/A_NA_no matches_no matches_no matches_no matches",107467.9,146942.785833333,1
"4862_278.2323_6.9955_-1_N/A_NA_no matches_no matches_no matches_no matches",696141.6,233426.777083333,1
"4864_278.2476_9.5472_1664_N/A_3-(3-methoxyphenyl)propylamine_no matches_no matches_no matches_no matches",1028213,217225.48175,1
"4865_278.2476_10.8599_1234_N/A_Spectral Match to Linolenic acid ethyl ester from NIST14_no matches_no matches_no matches_no matches",379077.6,221132.058333333,1
"4866_278.2476_9.4482_1664_N/A_3-(3-methoxyphenyl)propylamine_no matches_no matches_no matches_no matches",1028213,219508.232166667,1
"4867_278.2476_9.6006_1664_N/A_3-(3-methoxyphenyl)propylamine_no matches_no matches_no matches_no matches",594112.1,218073.115041667,1
"4868_278.2476_11.433_1234_N/A_Spectral Match to Linolenic acid ethyl ester from NIST14_no matches_no matches_no matches_no matches",656836.5,321447.108333333,1
"4869_278.2476_9.3645_-1_N/A_NA_no matches_no matches_no matches_no matches",1033873,158290.167791667,1
"4870_278.2476_11.3265_1234_N/A_Spectral Match to Linolenic acid ethyl ester from NIST14_no matches_no matches_no matches_no matches",658919.6,831499.891666667,1
"4871_278.2476_9.1058_1664_N/A_NA_no matches_no matches_no matches_no matches",936013.2,209849.158333333,1
"4872_278.2476_11.1838_1234_N/A_Spectral Match to Linolenic acid ethyl ester from NIST14_no matches_no matches_no matches_no matches",80878.36,80159.5691666667,1
"4873_278.2477_10.3929_1234_N/A_Spectral Match to Linolenic acid ethyl ester from NIST14_no matches_no matches_no matches_no matches",271808.2,72600.681125,1
"4874_278.2839_9.6978_-1_N/A_Methylophiopogonanone B_no matches_no matches_no matches_no matches",2660806,940712.479166667,1
"4875_278.284_9.8178_1181_N/A_forskolin_Organic compounds_Organoheterocyclic compounds_Pyridines and derivatives_Pyridinium derivatives",1746915,885697.395833333,1
"4876_278.284_10.2088_1234_N/A_Spectral Match to 9Z,11E,13E-Octadecatrienoic acid methyl ester from NIST14_no matches_no matches_no matches_no matches",271731.3,68119.871375,1
"4878_279.1225_5.4305_-1_N/A_Massbank:PR300644 Pilocarpine_no matches_no matches_no matches_no matches",562964.7,271823.80875,1
"4880_279.1226_6.2848_4318_N/A_Artemisinin_no matches_no matches_no matches_no matches",331525.7,306607.225,1
"4884_279.1226_4.9083_3255_N/A_NA_no matches_no matches_no matches_no matches",215332.6,224375.042916667,1
"4885_279.1226_4.3921_22_N/A_Malic acid_no matches_no matches_no matches_no matches",587026.1,126093.115416667,1
"4886_279.1227_5.845_7004_N/A_MassbankEU:ET160502 PRI_273.1234_9.3_no matches_no matches_no matches_no matches",2563788,493238.06375,1
"4887_279.1227_5.6871_7004_N/A_MassbankEU:ET160502 PRI_273.1234_9.3_no matches_no matches_no matches_no matches",735473.1,279882.4375,1
"4888_279.1251_3.1909_2119_N/A_NA_no matches_no matches_no matches_no matches",1581.239,900.799666666667,1
"4901_279.1588_10.7314_1039_Massbank:EQ367003 Di-n-butyl phthalate|Dibutyl phthalate|dibutyl benzene-1,2-dicarboxylate_Spectral Match to Dioctyl phthalate from NIST14_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives",452326.2,383229.525,1
"4902_279.1588_11.1754_1039_Spectral Match to Dibutyl phthalate from NIST14_Spectral Match to Dibutyl phthalate from NIST14_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives",7147970,3644730.66666667,1
"4904_279.1589_10.25_1115_N/A_Artemisinin_no matches_no matches_no matches_no matches",99879.53,147098.810416667,1
"4905_279.1589_9.3053_7248_N/A_MassbankEU:SM874701 Dydrogesterone|(8S,9R,10S,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one_no matches_no matches_no matches_no matches",579742.7,280921.78,1
"4907_279.1589_8.3623_-1_N/A_Artemisinin_no matches_no matches_no matches_no matches",123216.3,237927.37375,1
"4911_279.159_9.8089_-1_N/A_NA_no matches_no matches_no matches_no matches",300628.7,214877.843333333,1
"4915_279.1701_4.3601_-1_N/A_NA_no matches_no matches_no matches_no matches",199921.6,187462.145,1
"4916_279.1701_4.6121_2972_N/A_NA_no matches_no matches_no matches_no matches",181787.6,173083.33875,1
"4928_279.1776_10.9464_-1_N/A_NA_no matches_no matches_no matches_no matches",4533836,632344.850166667,1
"4929_279.1777_10.5907_239_N/A_enoxolone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids",5083250,993619.746791667,1
"4930_279.1951_8.7319_-1_N/A_NA_no matches_no matches_no matches_no matches",129761.7,61644.0675,1
"4931_279.1952_10.7852_7301_N/A_Isotretinoin_no matches_no matches_no matches_no matches",430419.7,746596.408333333,1
"4932_279.1952_9.0534_3569_N/A_GLECHOMAFURAN_no matches_no matches_no matches_no matches",140532.9,75078.91375,1
"4933_279.1953_10.6392_7301_N/A_Isotretinoin_no matches_no matches_no matches_no matches",428476.3,832162.704166667,1
"4934_279.1952_11.2272_4107_N/A_Docosahexaenoic acid - 40.0 eV_no matches_no matches_no matches_no matches",197554,265300.106666667,1
"4935_279.1952_9.1996_3569_N/A_Docosahexaenoic acid - 40.0 eV_no matches_no matches_no matches_no matches",159435.4,281204.135416667,1
"4936_279.1953_9.3444_3569_N/A_Artemisinin_no matches_no matches_no matches_no matches",159435.4,125720.9575,1
"4937_279.1953_11.378_1039_N/A_Spectral Match to Dibutyl phthalate from NIST14_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives",265091.3,136860.879166667,1
"4938_279.1953_9.7965_1504_N/A_methyl 10-hydroxy-5-methyl-2-(propan-2-yl)-11,12-dioxatricyclo[5.3.2.01/4,?]dodec-8-ene-8-carboxylate_no matches_no matches_no matches_no matches",215722,396440.029166667,1
"4939_279.1953_10.1781_1115_N/A_Artemisinin_no matches_no matches_no matches_no matches",668330.6,343094.7125,1
"4942_279.1953_9.6014_-1_N/A_methyl 10-hydroxy-5-methyl-2-(propan-2-yl)-11,12-dioxatricyclo[5.3.2.01/4,?]dodec-8-ene-8-carboxylate_no matches_no matches_no matches_no matches",131234.4,150328.235833333,1
"4943_279.1953_9.5192_-1_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_no matches_no matches_no matches_no matches",102421.7,134743.5875,1
"4944_279.1953_9.8809_1504_N/A_methyl 10-hydroxy-5-methyl-2-(propan-2-yl)-11,12-dioxatricyclo[5.3.2.01/4,?]dodec-8-ene-8-carboxylate_no matches_no matches_no matches_no matches",312043.2,208856.225,1
"4945_279.1953_10.0254_1115_N/A_Artemisinin_no matches_no matches_no matches_no matches",308674.6,230556.805833333,1
"4946_279.1953_10.4289_7301_N/A_Spectral Match to (.+/-.)-5-Hydroxy-6E,8Z,11Z,14Z,17Z-eicosapentaenoic acid from NIST14_no matches_no matches_no matches_no matches",395306.6,226442.74125,1
"4947_279.1953_10.2858_1115_N/A_Artemisinin_no matches_no matches_no matches_no matches",437510.4,309770.116666667,1
"4948_279.2041_7.6354_-1_N/A_Massbank:EQ359001 2,6-Di-tert-butylpyridine|2,6-ditert-butylpyridine|2,6-Bis(2-methyl-2-propanyl)pyridine_no matches_no matches_no matches_no matches",601706.1,30110.6507083333,1
"4949_279.2163_7.6427_6416_N/A_NA_no matches_no matches_no matches_no matches",303156.8,47231.238,1
"4950_279.2163_7.8293_6416_N/A_NA_no matches_no matches_no matches_no matches",604764.1,27927.24,1
"4951_279.2163_7.9775_689_N/A_NA_no matches_no matches_no matches_no matches",390518.1,17085.7106666667,1
"4952_279.2164_7.3917_-1_N/A_NA_no matches_no matches_no matches_no matches",604470.7,153961.741375,1
"4953_279.2316_10.6218_-1_N/A_NA_no matches_no matches_no matches_no matches",233976.9,92153.2791666667,1
"4954_279.2316_10.7284_1436_Spectral Match to Pinolenic acid from NIST14_Spectral Match to Pinolenic acid from NIST14_no matches_no matches_no matches_no matches",401757.2,110296.755,1
"4956_279.2316_10.1009_9191_Spectral Match to Pinolenic acid from NIST14_OLEIC ACID_no matches_no matches_no matches_no matches",85822.36,32118.06875,1
"4959_279.2316_12.0517_-1_Spectral Match to 9(10)-EpOME from NIST14_Spectral Match to 9(10)-EpOME from NIST14_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates",67502.95,67057.4754166667,1
"4960_279.2316_10.2235_-1_N/A_OLEIC ACID_no matches_no matches_no matches_no matches",135687.8,49254.2466666667,1
"4961_279.2316_10.8841_1436_Spectral Match to Pinolenic acid from NIST14_Spectral Match to Pinolenic acid from NIST14_no matches_no matches_no matches_no matches",723298.8,359731.55,1
"4962_279.2316_11.4154_-1_Spectral Match to 9(10)-EpOME from NIST14_Spectral Match to 9(10)-EpOME from NIST14_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates",203679.4,165247.033333333,1
"4963_279.2316_11.2645_2124_NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]_NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives",232597.7,407750.954166667,1
"4964_279.2316_11.8431_2124_Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14_Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives",224760.3,259769.697083333,1
"4965_279.2316_11.1615_2124_Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14_Spectral Match to .omega.-3 Arachidonic acid from NIST14_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives",256885.4,161729.67625,1
"4966_279.2316_11.0811_2124_NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]_NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives",499274.5,223269.8225,1
"4967_279.2317_9.9614_9191_Spectral Match to Pinolenic acid from NIST14_OLEIC ACID_no matches_no matches_no matches_no matches",297838.2,23085.1982916667,1
"4968_279.2317_10.4423_-1_N/A_NA_no matches_no matches_no matches_no matches",121992.6,65217.9516666667,1
"4970_280.1178_3.9304_3550_N/A_6-Hydroxynicotinic acid_no matches_no matches_no matches_no matches",160938.4,318168.27125,1
"4971_280.1178_4.0498_1587_N/A_NA_Organic compounds_Organoheterocyclic compounds_Benzazepines_Dibenzazepines",94156.56,169930.818333333,1
"4973_280.1178_4.3536_250_N/A_6-Shogaol_Organic compounds_Benzenoids_Benzene and substituted derivatives_Cumenes",371895.5,188457.808333333,1
"4974_280.1178_3.7748_3550_N/A_6-Hydroxynicotinic acid_no matches_no matches_no matches_no matches",418451.8,292321.813333333,1
"4980_280.1486_8.745_257_N/A_Fumaric acid_no matches_no matches_no matches_no matches",1446878,48302.3789583333,1
"4981_280.1539_6.4403_2660_N/A_N-(4-ethoxyphenyl)-2-[9-(4-methylphenyl)-6-oxohydropurin-8-ylthio]acetamide_no matches_no matches_no matches_no matches",4096078,64532.9820833333,1
"4982_280.154_6.2381_-1_N/A_AKOS003672986_no matches_no matches_no matches_no matches",6345570,109499.85125,1
"4983_280.1541_5.9759_-1_N/A_Massbank:LU086201 Pentaethylene glycol|2-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethanol_no matches_no matches_no matches_no matches",1784939,55696.05625,1
"4984_280.1541_4.2973_-1_N/A_Massbank:LU018902 (3S)-3-(2-methylpyrimidin-5-yl)-9-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)nonanoic acid|PharmaGSID_47333_no matches_no matches_no matches_no matches",802380.3,246484.06,1
"4985_280.1541_5.4928_-1_N/A_Massbank:EQ328401 Dienogest|2-[(8S,13S,14S,17R)-17-hydroxy-13-methyl-3-oxo-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl]acetonitrile_no matches_no matches_no matches_no matches",13291260,102331.32375,1
"4986_280.1541_4.3473_-1_N/A_Massbank:LU018902 (3S)-3-(2-methylpyrimidin-5-yl)-9-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)nonanoic acid|PharmaGSID_47333_no matches_no matches_no matches_no matches",4762706,290758.492916667,1
"4987_280.1541_6.857_2968_N/A_NA_no matches_no matches_no matches_no matches",333329.6,63460.9783333333,1
"4988_280.1541_4.1315_250_N/A_OxymetazolineHCl_Organic compounds_Benzenoids_Benzene and substituted derivatives_Cumenes",573155.3,208844.557083333,1
"4989_280.1541_3.7858_2498_N/A_NA_no matches_no matches_no matches_no matches",98983.73,148992.686666667,1
"4990_280.1541_5.0091_1832_N/A_Massbank:BML00784 N-methylcorydaldine_Organic compounds_Organoheterocyclic compounds_Indoles and derivatives_Indoles",579546.8,185628.781666667,1
"4991_280.1541_5.6435_-1_N/A_Massbank:FFF00109 Testosterone_no matches_no matches_no matches_no matches",8990560,84219.0195833333,1
"4993_280.1542_4.9515_1832_N/A_Massbank:BML00784 N-methylcorydaldine_Organic compounds_Organoheterocyclic compounds_Indoles and derivatives_Indoles",125991.6,134150.4525,1
"4996_280.1743_4.0828_-1_N/A_epicatechin_no matches_no matches_no matches_no matches",24521.66,11186.2295833333,1
"4997_280.1744_5.1247_5090_N/A_NA_no matches_no matches_no matches_no matches",53526.68,10978.5019583333,1
"4998_280.1748_5.3097_5090_N/A_NA_no matches_no matches_no matches_no matches",45940.37,10790.7708333333,1
"4999_280.1751_6.3733_20_N/A_NA_no matches_no matches_no matches_no matches",2875.794,1733.26245833333,1
"5000_280.1752_7.519_4217_N/A_CHENODEOXYCHOLATE_no matches_no matches_no matches_no matches",234580.1,28943.9097083333,1
"5002_280.188_9.7414_-1_N/A_2-HYDROXYPYRIDINE - 50.0 eV_no matches_no matches_no matches_no matches",18917570,6924989.33333333,1
"5003_280.1892_7.7455_4217_MassbankEU:ET120401 NVE_280.1909_11.8_N-[1-carbamoyl-2-(4-hydroxyphenyl)ethyl]acetamide_no matches_no matches_no matches_no matches",3235864,32900.770125,1
"5004_280.1897_8.8168_257_N/A_d-estradiol_no matches_no matches_no matches_no matches",2401353,31087.3049166667,1
"5014_280.2058_9.5542_5564_N/A_Massbank:LU091001 Leucomalachite green|4-[[4-(dimethylamino)phenyl]-phenylmethyl]-N,N-dimethylaniline_no matches_no matches_no matches_no matches",4830537,2701094.83158333,1
"5015_280.2058_9.4192_5564_N/A_Massbank:LU091001 Leucomalachite green|4-[[4-(dimethylamino)phenyl]-phenylmethyl]-N,N-dimethylaniline_no matches_no matches_no matches_no matches",12051070,3651387.440625,1
"5016_280.2117_5.7529_-1_N/A_triandrin_no matches_no matches_no matches_no matches",2623196,154409.25475,1
"5021_280.227_6.7704_2968_N/A_Spectral Match to Tetrabutylammonium from NIST14_no matches_no matches_no matches_no matches",167887.8,18499.788375,1
"5022_280.248_10.108_-1_N/A_NA_no matches_no matches_no matches_no matches",1805979,214402.918333333,1
"5023_280.2632_13.0215_1017_N/A_Spectral Match to Ricinoleic acid methyl ester from NIST14_no matches_no matches_no matches_no matches",23957.06,2790.44170833333,1
"5024_280.2632_13.5781_1017_N/A_Spectral Match to Ricinoleic acid methyl ester from NIST14_no matches_no matches_no matches_no matches",15235.84,1660.79770833333,1
"5025_280.2632_16.3403_1017_N/A_MoNA:790553 Linoleic acid_no matches_no matches_no matches_no matches",6340.109,0,1
"5026_280.2632_10.7123_1017_N/A_Massbank:EQ331602 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid_no matches_no matches_no matches_no matches",1176252,176412.932916667,1
"5027_280.2632_14.6692_1017_N/A_MoNA:790553 Linoleic acid_no matches_no matches_no matches_no matches",6031.405,218.94425,1
"5028_280.2632_13.178_-1_N/A_MoNA:790553 Linoleic acid_no matches_no matches_no matches_no matches",45989.95,7183.83475,1
"5029_280.2632_12.623_1017_N/A_Massbank:EQ331602 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid_no matches_no matches_no matches_no matches",140242.1,40150.3733333333,1
"5030_280.2632_11.5431_1017_N/A_Spectral Match to Ricinoleic acid methyl ester from NIST14_no matches_no matches_no matches_no matches",12454560,1142372.66666667,1
"5031_280.2632_12.6799_1017_N/A_Massbank:EQ331602 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid_no matches_no matches_no matches_no matches",273192.8,46336.6291666667,1
"5032_280.2632_12.212_1017_N/A_Spectral Match to Ricinoleic acid methyl ester from NIST14_no matches_no matches_no matches_no matches",79994.84,22569.8384166667,1
"5033_280.2632_11.647_1017_N/A_Spectral Match to Ricinoleic acid methyl ester from NIST14_no matches_no matches_no matches_no matches",1100416,251048.5,1
"5034_280.2632_11.2392_1017_N/A_Spectral Match to Ricinoleic acid methyl ester from NIST14_no matches_no matches_no matches_no matches",56092.82,90340.236625,1
"5035_280.2633_10.6162_1017_N/A_Massbank:EQ331602 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid_no matches_no matches_no matches_no matches",366088,68062.8525,1
"5036_280.2633_12.7691_1017_N/A_Massbank:EQ331602 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid_no matches_no matches_no matches_no matches",59298.34,12201.5392916667,1
"5037_280.2633_10.9675_-1_N/A_Spectral Match to Ricinoleic acid methyl ester from NIST14_no matches_no matches_no matches_no matches",109424.3,113512.5985,1
"5038_280.2633_12.0302_1017_N/A_Spectral Match to Ricinoleic acid methyl ester from NIST14_no matches_no matches_no matches_no matches",351715.4,169400.58375,1
